Month,BL,Lab Location,Customer Name,Score,Reason
Apr-17,SL,Mumbai,MUMBAI ACCESSORY PVT LTD.,10,Quick services and in all aspect found to be satisfactory.
Apr-17,SL,Mumbai,SHOP CJ Network Pvt. Ltd,10,"Happy with the good services,communication and follow up action."
Apr-17,C&P,Mumbai,Seqeuent,10,Customer is satisfied with service and TAT
Apr-17,C&P,Mumbai,AMRI,10,Customer is satisfied with service and TAT
Apr-17,C&P,Mumbai,FRESENIUS KABI,10,Customer is satisfied with service and TAT
Apr-17,C&P,Mumbai,Emcure Pharmaceuticals,10,Customer is satisfied with the service and support getting from Intertek team.
Apr-17,C&P,Mumbai,Emcure Pharmaceuticals ghandhinagar,10,Customer is satisfied with the service and support getting for Intertek team.
Apr-17,Cargo/AA,Jamnagar,Bharat Oman Limited (Manoj Patel),10,very much satisfied with service provided.
Apr-17,Cargo/AA,Jamnagar,cairns india limited,10,very much happy & satisfied with service
Apr-17,Cargo/AA,Mumbai Chandivali,Deepak Nitrite Limited,10,happy & very much satisfied with Intetek
Apr-17,BA,Indore,Power Sales Corporation,10,"Audit is very knowledgeable, we have nice interaction with auditor. He suggest us many ideas to improve our capacity. We are satisfy with auditor & ITS as well."
Apr-17,BA,Indore,Metal Castings & Engineering,10,Audit is nice. Auditor is very co-ordinative & knowledgeable person. He inform us about ISO :2015 and if we have any queries we will call auditor to clarify the same. We are doing audit from 2009 itself. Kindly share our certificate as it is pending for long time. No issues
Apr-17,BA,Jaipur, Tirupati Plastomatics Pvt. Ltd.,10,Auditor is excellent. Gave many knowledge about audit & new updation about ISO:2015. He verified all the documents as per procedure. All doubt he clarify. No issues
Apr-17,BA,Jaipur,SPICA Analytics LLP,10,Auditor is good as he is well known to me in my previous company itself. His procedure is very perfect. He gave clear details about ISO new version 2015. No problem.
Apr-17,BA,Mumbai Kanjurmarg,Gandhar Oil Refinery (India) Limited - Taloja,10,They have done thoroughly audit. The audit was stared on 9.30 which is our official time. In opening meeting he clarified everything that what else he is going to audit.
Apr-17,BA,Delhi,SWASTIK AUTO ENGINEERING ( P ) LIMITED,10,On the day of audit all process was very good. He gave all updates about new version. No doubt. Still we are waiting for certificate. Other than that n
Apr-17,BA,Delhi,SMC Pneumatics (India) Pvt Ltd,10,Audit goes very well & proper. Very excellent he done the audit. He have very depth knowledge about audit. Also gave many updation. Next we are going to upgrade our ISO certification to 14000 or 18000. Will discuss & let you know when to schedule the audit.
Apr-17,BA,Delhi,Sharda Motor Industries Ltd-Plant1,10,Auditor is excellent. 4Auditors came to our plant for ISO audit. Audit is very knowledgeable. Gave many inputs to improve our self. And we are implementing also. Very good.
Apr-17,BA,Delhi,FUNSKOOL (INDIA) LIMITED,10,Yes would recommend definitely. We are happy with the services. No feedback.
Apr-17,BA,Delhi,THE VENDING COMPANY,10,They are good and excellent.
Apr-17,BA,Delhi,MOISSANITE APPARELS PVT. LTD,10,It was very good to us. Very professional. Never trouble us. More importantly no unethical practices.
Apr-17,BA,Delhi,IR ACCESSORIES PVT LTD,10,Everything was fine. Yes would recommend definitely.
Apr-17,BA,Panchkula,Youngman Woollen Mills (P) Ltd.,10,Audit is nice. We had very learning experience with this audit. Auditor gave many updates about new version & suggestion for improvement. We are doing audits through ITS past 4 yrs. No issue.
Apr-17,BA,Bangalore,Garden city,10,Yes would recommend. It was good.
Apr-17,Food,Hyderabad,GVK,10,Good Services
Apr-17,Food,Hyderabad,Maxgreen,10,"No issues, good services"
Apr-17,Food,Hyderabad,TRUSTO BIOTECH,10,Good Services
Apr-17,Food,Delhi,Ariba Foods,10,Associated with Intertek for past 10 years and are extremely happy with our services
Apr-17,Food,Delhi,Regi India Cosmetics Pvt Ltd,10,past exp is great regarding communication and auditing
Apr-17,Food,Delhi,Rajarambapu Sugar,10,instructions and guidelines given by auditr are vakuable and give value addition
Apr-17,Food,Delhi,Madhukamal Tea Industry Pvt. Ltd,10,"auditors were great,operations is smooth"
Apr-17,Food,Delhi,Praveen Masalewala,10,"auditors are knowledgeable,understanding, and interaction with inter office personnels is also good"
Apr-17,Food,Delhi,Tiok Tea Estate,10,"intertek functions very well,smooth functioning"
Apr-17,Food,Gurgaon,"""Dabur Research & Development Centre """,10,Everything is good and on time.
Apr-17,Food,Gurgaon,The Sukhjit Agro Industries A unit of the sukhjit Starch & Chemicals Ltd. Phagwara,10,Getting everything on time
Apr-17,Food,Gurgaon,"""Marudhar Beverages & Foods """,10,sampling and reporting on time
Apr-17,Food,Gurgaon,Seal for life India Pvt Ltd,10,Getting prompt response and testing as per requirement
Apr-17,Food,Gurgaon,"""M/S. Raj Food International """,10,Services is good
Apr-17,Food,Gurgaon," ""JIT Industries """,10,Services is good
Apr-17,Food,Gurgaon,Siesta Hospitality Services,10,"Client getting everything on time like samplet collection, report etc."
Apr-17,Food,Gurgaon,Shiv Apairies,10,Services is good and no issues at all
Apr-17,Food,Gurgaon,Cosmo Films Limited,10,your service is excellent
Apr-17,Electrical,Delhi,VIHAAN NETWORKS LTD.,10,Services and TAT are good which every customer want.
Apr-17,Electrical,Delhi,Metal SMith,10,"We have worked with every test lab, but now we are doing business with Intertek only. It is very comfortable to work with Intertek."
Apr-17,Electrical,Delhi,K Lite Industries,10,"Services are good, prompt and report is delivered on time. We and our customer trust Intertek only."
Apr-17,Electrical,Delhi,COMPACT LAMPS PRIVATE LIMITED,10,"Good services,TAT is maintained and coordination is also good.No problems faced during project"
Apr-17,Electrical,Delhi,International copper association india,10,Customer is voverall happy with Intertek's services
Apr-17,Electrical,Delhi,Keselec Schreder Private Limited,10,Customer is very happy with Intertek's services. But shown concern in testing for other than developmental testing
Apr-17,Electrical,Delhi,Bharat Overseas (Ind.),10,Customer is happy. People came for auditing were very helpful
Apr-17,Electrical,Delhi,Omsons India Handicaft,10,Customer is very happy with Intertek's services.  
Apr-17,Electrical,Delhi,IFB Industries Ltd,10,Intertek is working quite efficiently & TAT is maintained. Customer is overall Happy.
Apr-17,Electrical,Delhi,Corep Lighting India Pvt. Ltd.,10,Intertek is very cooperative & TAT is good. Customer is overall Happy.
Apr-17,Electrical,Delhi,AB Mobile Standards Alliance India Pvt. Ltd.,10,Customer is fully satisfied with Intertek services.
Apr-17,Electrical,Delhi,SHAYRI METALS,10,Customer is overall happy with Intertek Services
Apr-17,Electrical,Delhi,MINDA INDUSTRIES LTD,10,Customer is highly satisfied with the Intertek's team & TAT is good.
Apr-17,Electrical,Mumbai Chandivali,CONSUL NEOWATT POWER SOLUTIONS PVT LTD PUNE,10,Very good service...work completed within time period as per schedule.
Apr-17,Electrical,Mumbai Chandivali,SONALI ENERGEES PVT. LTD. SURAT,10,"Response from India is very good,China office takes time."
Apr-17,Electrical,Mumbai Chandivali, Havells India Limited,10,Team cooperation is very good.
Apr-17,Electrical,Mumbai Chandivali, SYMRUN & SILVON EXPORTS,10,Service and support is very good need not to take a followup.
Apr-17,Electrical,Mumbai Chandivali,GE INDIA INDUSTRIAL PVT LTD,10,Great survey within timeline and systematic work.
Apr-17,GTS ,Mumbai,FREEDOM FRAGRANCES,10,We get very good cooperation from the team.
Apr-17,GTS ,Mumbai,COMET GRANITO PVT. LTD,10,Service is excellent !
Apr-17,GTS ,Mumbai,NECHIKETA EXPORTS,10,Services are excellent ! The team is top class !
Apr-17,GTS ,Mumbai,THERMO CABLES LIMITED,10,We are happy with the KUW team.
Apr-17,GTS ,Mumbai,ROYAL EXPORTERS,10,We are receiving full cooperation from you team
Apr-17,IS,Delhi," GAIL GAS LIMITED, Bangalore",10,Intertek inspectors regularly visit to our works and we get reports on time with feedback details.
May-17,HL,Gurgaon,MA Design India Pvt. Ltd,9,Overall services are good but customer feels account team need to be organize before sending any payment reminder as customer has received reminder for a payment which has already paid.
May-17,HL,Gurgaon,RA OVERSEAS,9,No issues with the services
May-17,HL,Gurgaon,The Home Depot,9,Very happy with the services. Appreciated Mr Sandip Bhushan for his prompt response.
May-17,HL,Gurgaon,Venus india,9,Good services. Customer feels that there needs improvement in releasing report on time. Initially there were some issues faced by a customer but now they are happily working with Intertek and giving first preference while comparing with any other labs.
May-17,HL,Gurgaon,EASTMAN IMPEX,9,Customer is very satisfied with the services
May-17,HL,Gurgaon,OMEGA DESIGNS,9,Good services.  
May-17,HL,Gurgaon,KUMAR INTERNATIONAL,9,Customer is satisfied with the provided services.
May-17,SL,Gurgaon,Super Fashion,9,Customer is happy with the services
May-17,SL,Gurgaon,Impulse,9,Extremely happy with the services
May-17,SL,Gurgaon,Indochine India Pvt. Ltd.,9,Services on a satisfactory level
May-17,SL,Gurgaon,JINDAL POLYBUTTONS PVT LIMITED,9,Customer is happy with the provided services
May-17,SL,Gurgaon, Zoya International P. Ltd,9,Happy customer
May-17,SL,Gurgaon,Transworlds Shoe,9,Good service
May-17,SL,Gurgaon,VINEETAZ EXPORTS PVT LTD,9,Happy customer
May-17,SL,Gurgaon,GUPTA H.C. OVERSEAS (I) PVT. LTD.,9,Happy customer. Given 9 for Analytical and 7 for Physical testing services.
May-17,SL,Bangalore,CAMELLIA CLOTHING LTD,9,"ok no issues, good"
May-17,SL,Bangalore,GALLARY CREATION,9,Very Happy with service
May-17,SL,Bangalore,SILVER CREST CLOTHING,9,"OK good service, no concern"
May-17,SL,Bangalore,"MICRO PLASTICS PVT. LTD, EOU II",9,"Happy with service, good no issues(Analytical)"
May-17,SL,Bangalore,GO GO INTERNATIONAL PVT LTD / BLR,9,"Happy with service, no issues (Analytical)"
May-17,SL,Bangalore,ZEN LINEN INTERNATIONAL,9,Very Happy with service no issues no concern
May-17,SL,Bangalore,EASTERN SILKS,9,Good service
May-17,SL,Bangalore,BIRDY EXPORTS,9,Happy with service no issues (Analytical)
May-17,SL,Bangalore,VF Brands India,9,Happy with service
May-17,SL,Bangalore,GO GO INTERNATIONAL PVT LTD / BLR,9,Good service and happy with service no concern.
May-17,SL,Bangalore,AQUARELLE INDIA PRIVATE LIMITED/ANEKAL,9,"Good service, no concern"
May-17,SL,Bangalore,GOVARDHAN OVERSEAS,9,No issues fine with service.
May-17,SL,Bangalore,RAYMOND UCO DENIM PVT LTD [GARMENT DIVISION]/BGLR,9,"Good service, happy with Intertek"
May-17,SL,Bangalore,ET2C SOURCING PVT LTD,9,"Service good ok, fine no issues."
May-17,SL,Bangalore,SHAKTI TRENDZ,9,"Very happy with service, no issues found till now, running very happy with service"
May-17,SL,Bangalore,MAF CLOTHING,9,"Good service, "
May-17,SL,Bangalore,RAINBOW OVERSEAS,9,"Good service, no concern"
May-17,SL,Bangalore,CELEBERATION FASHIONS,9,Very happy with service
May-17,SL,Bangalore,SONEX GLOBAL APPARELS,9,"Fine no issues, very supportive"
May-17,SL,Bangalore,Radhamani Textiles Pvt Ltd,9,"No concern, happy with service and no issues found as such."
May-17,SL,Bangalore,GOKALDAS INTIMATEWEAR,9,"Good service, no concern"
May-17,SL,Bangalore,RASAYAN LIFESTYLES,9,"Happy with service, no issues  "
May-17,SL,Bangalore,THE RAJLAKSHMI COTTION MILLS PVT LTD,9,"Good service, Happy and no concern."
May-17,SL,Chennai,ARKAY LEATHER,9,Good service no issues
May-17,SL,Chennai,SARA LEATHERS,9,Service is good no concern and as well no issues
May-17,SL,Chennai,ARUNA FASHION EXPORTS,9,Fine no issues with service as such good.
May-17,SL,Chennai,HABEEB TANNING COMPANY FOOTWEAR DIVISION,9,"Happy with service, no concern."
May-17,SL,Tirupur,Babuji Knittings Mills,9,Good Communication & TAT
May-17,SL,Tirupur,Lakshmi Trading,9,Happy with our service
May-17,SL,Tirupur,Rajsujee International,9,Good Tat & Service
May-17,SL,Tirupur,Metro Fabrics,9,Recommended
May-17,SL,Tirupur,Greetings Knit Wears,9,No problems at all /Good going
May-17,SL,Tirupur,Sri Sanmugavel Mills,9,Recommending to others
May-17,SL,Tirupur,Amaravathi Textiles,9,Qucik & good service / No issues
May-17,SL,Tirupur,MAHAM KNIT FASHION,9,Good co-operation from Inspection & Testing
May-17,SL,Mumbai,Chandramukhi Impex Ltd.,9,"Services are good, likes prompt service and timely report"
May-17,SL,Mumbai,VIVAATRADECOM PVT LTD,9,Appreciates quick and authenticity of reports. Assured to be with Intertek for few export orders which are lined up.
May-17,SL,Mumbai, VXL FABRICS PVT. LTD,9,"Satifsy with the services, no issue. Assured to resumed testing by this month end or firest week of coming month"
May-17,SL,Mumbai,Addon Holding Pvt Ltd,9,Services are good- srt TAT and authentic report. Assured to be with Intertek on long term basis. Testing will be resumed by this month end.
May-17,SL,Mumbai,TEX-STYLES INTERNATIONAL PRIVATE LIMITED,9,"Happy working with Intertek, no issues. Prompt communication and support. Interested to be associated on long term basis."
May-17,SL,Mumbai,MAHI EXPORTS,9,Always received good services and response.
May-17,C&P,Mumbai,DSM Sinochem,9,Customer is impressed with service and way of communication from Intertek Team. Customer is satisfied with Service.
May-17,C&P,Mumbai,odyssey,9,Customer is satisfied with service and getting fast support from Intertek team
May-17,C&P,Mumbai,transpek,9,Customer is satisfied with the outcome of the reaction calorimetry results. Further customer is happy with the support getting from technical team.
May-17,C&P,Mumbai,transpek,9,Customer is extremely happy with the technical opinions and suggestions getting from technical team regarding Reaction calorimetry which they are not getting from other vendor.
May-17,BA,Bangalore,Security & Intelligence Services(India) Limited,9,It was good & okay. No feedback as such.
May-17,BA,Mumbai Central Road,Foundation Brake Manufacturing Pvt Limited,9,"Auditors should know the legal provisions of Indian law because they are demanding something beyond the legal law. Client wants to give the score of 5 as per his feedback related to auditor. But as per recommendation of Intertek, he is ready to give 9 score. Because the company is good."
May-17,BA,Mumbai Central Road,Meghmani Industries Limited.,9,"Services are very good, Would definitely recommend."
May-17,BA,Mumbai Central Road,NARENDRA PLASTIC PVT LTD,9,No Feedback.
May-17,BA,Delhi,HIND TERMINALS PVT LTD,9,We don't get desired dates. Last time also we had to compromise for the dates. Rest of the services are good.
May-17,BA,Delhi,MODELAMA EXPORTS,9,No Feedback.
May-17,BA,Delhi,Sam Apparels,9,Eveything was fine. The auditor was nice.
May-17,BA,Delhi,S B PACKAGING,9,It was satisfactorily. Auditors were good. The behavior of auditors were good. Everythin was understandable.
May-17,BA,Tirupur,Khimjee Hunsraj,9,As such no suggestions at all.
May-17,BA,Kolkata,MCKV Institute of Engineering,9,Audit is very good. What ever they done as per rules & regulations. Documentation part also very good. We are doing audit through ITS past 3-4yrs. Our experience is good upon ITS. Still report & certificate is pending. Kindly process for the same.
May-17,BA,Kolkata,"AIRPORTS AUTHORITY OF INDIA , AGARTALA AIRPORT",9,"Auditor is very knowledgeable person. He have all updates in every angels. 1st time we have done the audit through ITS, & had very nice experience with him. Still certificate is pending"
May-17,BA,Mumbai Kanjurmarg,Nashik Autotech Private Limited(Plant I),9,"Auditor is very good, gentle & co-ordinative person. He gave new ideas to improve our plant. All process he done very clearly. Also gave updates for ISO : 2015 new version."
May-17,BA,Mumbai Kanjurmarg,JKH EXPORTS,9,Audit & auditor both very well. Mr. Sahoo is gave many updates where we require. It is very useful to us. We don't have any doubt regarding audit. But still report is pending from your end. Although I called & mailed you many time but no response. Kindly share the report.
May-17,BA,Panchkula, VMT Spinning Co. Ltd.,9,Audit goes very well. Auditor gave us many ideas to improve our performance. All process is very neat. We don't have any issues.
May-17,BA,Panchkula,Zamil Air Conditioners India Pvt. Ltd.,9,ITS Auditors are well trend. They do audit very properly. We don't have any issues with audit. Since 2009 we are associate with ITS. Next we will perform the audit in ISO 2015 version only. And that is due in April'18.
May-17,BA,Panchkula,"P. A. Time Industries, Unit-II",9,"Auditor is very good, he perfectly understand our company & every year he gives new suggestion which is help us to improve our performance. Now we have one problem that we will get report in mention as Contract Manufacturer instead of Manufacturer. But auditor is very good. no issues"
May-17,Food,Delhi,Nova Transfers Pvt Ltd,9,"services are great, auditors are also good"
May-17,Food,Delhi,Umax Packaging,9,Communication is great and overall experience is nice
May-17,Food,Delhi,Ajanta Print Arts,9,Auditors are knowledegeable and always give points on scope of improvements
May-17,Food,Delhi,M/S Ashish Industries,9,"Audit is very good and stringent, communications are swift"
May-17,Food,Delhi,Aum Agri Freeze Foods,9,"Auditing is great, scope of improvement is in issuing of certificate"
May-17,Food,Delhi,Royal Ocean,9,Overall happy and satisfied with the Auditing and certification services
May-17,Food,Delhi,Green House Agro Products,9,"Replies are prompt, association with intertek is long. So far so good"
May-17,Food,Delhi,Manjilas,9,co-operative and timely communication
May-17,Food,Delhi,Uniloids,9,"services are great, great auditing experience"
May-17,Food,Delhi, Alpha Milk Food,9,Overall satisfied with the Auditing. Auditors are knowledgeable and skillful
May-17,Food,Gurgaon,Supreme Nutri Grain Pvt Ltd,9,Report timing is too late and till date not received the hard copy of previous year.
May-17,Food,Gurgaon,B.A Continum India Pvt Ltd,9,Lack of knowledge and communication gap regarding the sample and rest of the services is ok
May-17,Food,Gurgaon,Acme die system Pvt Ltd,9,Good services
May-17,Food,Gurgaon,"""M/s Ezeebee Overseas Private Limited """,9,Not getting the report on time
May-17,Food,Gurgaon,Axiom Propack Pvt Ltd,9,Getting quick response and report on time.
May-17,Food,Hyderabad,"HERITAGE FOODS LIMITED, Uppal",9,"Services are god, need to speed up the process of reporting."
May-17,Food,Hyderabad,Mars International India Pvt Ltd,9,"sometimes reports are before timeline, sometimes delay of 1-2 days, overall satisfied with your services."
May-17,Food,Hyderabad,VKL Seasoning,9,good and supportive
May-17,Food,Hyderabad,"Paradise Food Court, Hyderabad",9,"Earlier 1-2 times dealy in reporting, now it was fine, getting on time."
May-17,Food,Hyderabad,JC biotech,9,"we are happy with your services, observed some improvement."
May-17,Food,Hyderabad,"Aurigene Discovery Technologies Limited, Bollaram",9,"Earlier raised some issues, now the services were fine and we are happy."
May-17,Cargo/AA,Chennai,SAMUDRA MARINE,9,satisfied with the services
May-17,Cargo/AA,Haldia,Adani Bunkering Service Pvt. Ltd.,9,satisfied with our services.
May-17,Cargo/AA,Haldia,TATA CHEMICALS LTD,9,Content with our services. Scope of improvement & business for handling their other commodities
May-17,Cargo/AA,Haldia,SAMUDRA MARINE,9,satisfied with our services.
May-17,Cargo/AA,Jamnagar,Essar Oil Limited.,9,"""Over & above good services. Labour License issue should not repeat in future"""
May-17,Cargo/AA,Jamnagar,Indian Oil Corporation,9,Happy with the services
May-17,Cargo/AA,Jamnagar,Rishi -Kiran Shipping,9,Satisfied with the services
May-17,Cargo/AA,Jamnagar,Mandaksh Export,9,Satisfied with the services
May-17,Cargo/AA,Jamnagar, SAI ARCHNA ENTERPRISE,9,No issues. Happy with services provided
May-17,Cargo/AA,Jamnagar,SINGHVI TRADELINK LLP,9,good services
May-17,Cargo/AA,Jamnagar,SABIC RESEARCH AND TECHNOLOGY PVT LTD,9,Happy with the services
May-17,Cargo/AA,Kandla,JUPITER DYECHEM PVT LTD,9,content with the services
May-17,Cargo/AA,Kandla,SINGHVI TRADELINK LLP,9,happy with the services
May-17,Cargo/AA,Kandla,Reliance Industries Ltd,9,Content with the services.
May-17,Cargo/AA,Kolkata,SAMUDRA MARINE,9,Satisfied for all locations
May-17,Cargo/AA,Kolkata,Bunty Overseas,9,Good Services
May-17,Cargo/AA,Mangalore,TOTAL OIL INDIA LTD,9,Happy with the services
May-17,Cargo/AA,Mumbai,ONGC LTD,9,Highly satisfied
May-17,Cargo/AA,Mumbai,Neogen Chemicals Ltd,9,Happy with the services
May-17,Cargo/AA,Mumbai,STANDARD GREASES & SPECIALITIES PVT LTD,9,content with the services
May-17,Cargo/AA,Mumbai,NEPTUNUS POWER PLANT SERVICES PVT LTD,9,content with the services
May-17,Cargo/AA,Mumbai,SKI CARBON BLACK (INDIA) PVT. LTD.,9,Happy with the services
May-17,Cargo/AA,Mumbai,SAMUDRA MARINE,9,Content with the services
May-17,Cargo/AA,Mumbai,BHARAT PETROLEUM CORPORATION LTD,9,Content with the services
May-17,Cargo/AA,Mumbai,ELECTRO KLEEN SYSTEMS,9,Content with the services
May-17,Cargo/AA,Mumbai,TRISTAR INTERMEDIATES PVT LTD,9,Highly satisfied
May-17,Cargo/AA,Mumbai,LINDE INDIA LIMITED,9,"Satisfied, Point of concern reg rejection of samples on a/c of payment issues. This needs to be discussed with them directly, instead of rejecting the samples."
May-17,Cargo/AA,Mumbai,Gumpro (PSI Inspection),9,satisfied with the services
May-17,Cargo/AA,Paradip,Indian Oil Corporation Ltd,9,Highly satisfied
May-17,Cargo/AA,Vishakhapatnam,SAMUDRA MARINE,9,Satisfied with the services
May-17,Agri,Chennai,NUTRICH FOODS PVT LTD,9,good response. Good work. Language barrier (need to improve)
May-17,Agri,Haldia,Gokul Refoils & Solvents Ltd,9,Happy with the services.
May-17,Agri,Indore,BANSAL EXTRACTION EXPORT PRIVATE LIMITED,9,satisfied with the services
May-17,Agri,Indore, Ruchi Soya Industries Ltd Indore,9,satisfied with the services
May-17,Agri,Indore,PRIYA PRODUCTS,9,Happy with the services
May-17,Agri,Indore,Merchant Agri Global Pvt Ltd - Indore,9,Happy with the services
May-17,Agri,Indore,KOHINOOR FEEDS AND FATS LTD,9,satisfied with the services
May-17,Agri,Indore,Vippy Industries Ltd,9,satisfied with the services
May-17,Agri,Kandla,MAVJI HARIBHAI OIL CAKE INDUSTRIES,9,content with the services
May-17,Agri,Kandla,GIRNAR INDUSTRIES,9,Highly Satisfied
May-17,Agri,Kandla,M.R. AGRO INDUSTRIES,9,Satisfied with the services. no issues at all
May-17,Agri,Kandla,Raj Foods,9,Satisfied with the services
May-17,Agri,Kolkata,HEMRAJ INDUSTRIES PVT LTD,9,Highly content with the services
May-17,Agri,Mangalore,ELITE GREEN PVT LTD,9,"very satisfied, but still 9"
May-17,Agri,Mumbai,ADVANTAGE OVERSEAS PVT LTD,9,good services
May-17,Agri,Mumbai,ACCOLADE INTERNATIONAL INC,9,good services
May-17,Agri,Mumbai,PALADIA CORPORATION,9,"satisfied with services, No issues"
May-17,Agri,Delhi,NAV BHARAT INTERNATIONAL LTD,9,Content with the services
May-17,Agri,Delhi,FENA (P) LTD,9,Content with the services. Spoke highly of Vikas Gupta
May-17,Agri,Tuticorin,MGM EDIBLE OIL PVT LTD,9,Highly content with the services
May-17,Electrical,Mumbai,"""Hindustan Unilever Ltd Mumbai """,9,Very good service..team is very supportive.
May-17,Electrical,Mumbai,VIN SEMICONDUCTORS PVT LTD,9,Service is very good team is very cooperative.
May-17,Electrical,Mumbai,BLUE STAR LTD MUMBAI,9,Intertek service is very good.
May-17,Electrical,Mumbai,Draeger india pvt ltd,9,Service is good.
May-17,Electrical,Mumbai,Scope T&M Pvt ltd,9,Good service.. Good response from engineers.
May-17,Electrical,Mumbai,Blue Star Ltd,9,Done many projects with Intertek… service is good.
May-17,Electrical,Mumbai,"""Hindustan Unilever Ltd Mumbai """,9,Customer like to work with Intertek
May-17,Electrical,Bangalore,WIPRO ENTERPRISES LTD BANGALORE,9,"Flexibility in performing audits is good, rescheduling is done when required sometimes due to production planning which is appreciated.Only problem faced is coordination problems in overseas office like China, Japan & US. Intertek must try to resolve the problem. Mr. Parimal who has been auditing us every quarter is very supporting and helping."
May-17,Electrical,Bangalore,SCHNEIDER ELECTRIC INDIA PVT.,9,"Intertek is a big and known brand in market, response on queries is very quick and follow up done is also good."
May-17,Electrical,Bangalore,PRADEEP STAINLESS INDIA PVT. LTD.,9,Good services. Did not give 10 score as there is always a scope of improvement
May-17,Electrical,Bangalore,PRADEEP STAINLESS INDIA PVT. LTD.,9,Good services. Did not give 10 score as there is always a scope of improvement
May-17,Electrical,Bangalore, Sterlite Technologies Limited .,9,ETL  Certification is accepted by many of our customers and the procedures for certification are easy to follow. We will definitely recommend Intertek to others.
May-17,Electrical,Bangalore,ELGI EQUIPMENTS LTD - Elgi Ultra,9,Everything is fine but there is a communication gap between us and Intertek Chine. We are unable to contact the right technical person in China. If this problem is solved it will be of great help to us.
May-17,Electrical,Bangalore,Larsen & Toubro Limited,9,"People at intertek are helpful, no problems were faced during project, response is quick & test reports are also fine and delivered on time."
May-17,Electrical,Delhi, LG Electronics India Pvt. Ltd,9,Customer is happy with the Interte's  services.
May-17,Electrical,Delhi,Vijay Sales,9,Customer is overall happy but found Intertek is very systematic & professional because of which time taken in billing & other processes is slightly higer than others.
May-17,Electrical,Delhi,Amber Enterprises (I) Pvt Ltd,9,Customer is bappy with recent work but found delay generally in generate invoices & test report delivery
May-17,Electrical,Delhi,ORIENT ELECTRICALS (a division of Orient Paper & Industries Ltd.),9,Customer had smooth communication with Intertek employees but shown deep concern on payment related reminder mails.
May-17,Electrical,Delhi,DESICCANT ROTORS INTERNATIONAL PVT. LTD.,9,Customer is happy
May-17,Electrical,Delhi,Sahar Art Valley,9,Customer is very happy with the Intertek services.
May-17,Electrical,Delhi,Philips India Ltd,9,Customer is happy with the services.
May-17,GTS,Mumbai,MAS INDUSTRIES PVT LTD.,9,Services are good but price is too high.
May-17,GTS,Mumbai,SUNSHINE TILES COMPANY PVT LTD.,9,Services have improved greatly and we currently have no issues
May-17,GTS,Mumbai,DUBAI AUTO GALLERY L.L.C,9,Team is cooperative and services are good
May-17,GTS,Mumbai,DAICHI OVERSEAS (P) LTD.,9,Keep up the services and good work.
May-17,GTS,Mumbai,CROMPTON GREAVES LIMITED,9,We have no issues with service.
May-17,GTS,Mumbai,APEX INTERNATIONAL,9,"Sometimes the deaft CoC is delayed. Otherwise, everything is fine."
May-17,GTS,Mumbai,Sundaram Brake Linings,9,"If member of the team is on leave, our certificates get delayed."
May-17,GTS,Mumbai,Hindustan Unilever Ltd (GWT Audits),9,"The team has good, qualified personner."
May-17,GTS,Mumbai,AMARA RAJA BATTERIES LIMITED,9,"We have repeated problems with billing and invoicing. We must receive separate state,ents of invoices per location and per project, as paments have to be approved and prcessed by different teams."
May-17,IS,Kolkata,A DAMIANO AND COMPANY,9,Intertek has been providing tpi services for the last 2 years on case to case basis and based on their service and support we have decided to engage them for all export projects in 2017 - 18. Overseas buyers are also very much satisfied with Intertek inspections.
May-17,IS,Delhi,MAHANAGAR GAS LIMITED,9,We found services of Moody is very good. Moody international related with MGL in this professional service since 2011 for vendor inspection. Our project is of Line pipe which Moody got thru Tender & our work started from March 2016
May-17,IS,Delhi,"Energy United India Pvt. Ltd., Patna",9,"Satisfied with Intertek Inspector , inspection and report delivery."
May-17,IS,Delhi,TENOVA DELKOR,9,Intertek inspectors regularly visit to our works and we get reports on time with feedback details
May-17,HL,Gurgaon,Chanda Steel,10,Very satisfied with the hardlines services
May-17,HL,Gurgaon,Shree Krishna Impex,10,Customer is very satisfied with the services
May-17,HL,Gurgaon,ZAKARIA SHAHID INDUSTRIES,10,Very happy from hardline testing services
May-17,HL,Gurgaon,Nitin India Inc.,10,Satisfied with the services
May-17,HL,Gurgaon,Crafts Men Exports Industries,10,Customer is satisfied with the proviced services
May-17,HL,Gurgaon,SHEKHAWATI ART EXPORTS,10,Very happy
May-17,SL,Gurgaon,Sperry Plast,10,Customer is very happy with the services
May-17,SL,Gurgaon,Shamimsons International,10,"Extremely happy with the services, appreciated Mr. Rakesh Gupta (BD) efforts."
May-17,SL,Gurgaon,Himachal Woollen Mills,10,Satisfied customer
May-17,SL,Gurgaon,BHARAT ENTERPRISES,10,Perfect experience so far in terms of Footwear Testing.
May-17,SL,Gurgaon,SARITA HANDA EXPORTS PVT. LTD.,10,Good services so far
May-17,SL,Bangalore,CONCORD CREATIONS INDIA PVT. LTD,10,Happy with service
May-17,SL,Bangalore,SURYAKIRAN GROUP,10,"Service been very happy no concern, satisfied"
May-17,SL,Bangalore,5M F&G TRADING & CO,10,Good & Happy with service
May-17,SL,Bangalore,MAGNUM ENTERPRISES,10,Happy with service no issues.
May-17,SL,Chennai,Jahan Leathers,10,Good Service. 
May-17,SL,Tirupur,Amazing Exports,10,No problems at all
May-17,SL,Tirupur,Varshini Exports,10,Service is good but generally testing & inspection charges are high
